"Date","Price","Open","High","Low","Vol.","Change %"
"08/30/2018","13,954.3","13,936.7","14,007.1","13,778.3","17.65M","0.13%"
"09/06/2018","13,602.4","13,584.8","13,795.9","13,549.6","12.28M","0.13%"
"11/26/2018","12,529.0","12,529.0","12,740.1","12,511.4","6.78M","0.14%"
"12/07/2018","12,194.6","12,282.6","12,317.8","12,159.4","9.21M","0.14%"
"03/12/2019","11,913.1","12,001.1","12,018.7","11,860.3","14.41M","0.15%"
"05/07/2019","11,789.9","11,895.5","11,895.5","11,754.7","7.72M","0.15%"
"05/27/2019","11,332.4","11,297.2","11,385.2","11,297.2","4.65M","0.16%"
"03/19/2019","11,226.8","11,191.6","11,244.4","10,945.3","20.22M","0.16%"
"04/23/2019","11,226.8","11,262.0","11,262.0","11,209.2","4.62M","0.16%"
"11/02/2020","17,060.0","17,032.1","17,115.7","16,920.6","18.23M","0.16%"
"01/28/2019","10,470.1","10,487.7","10,487.7","10,417.3","4.69M","0.17%"
"05/06/2021","33,116.5","33,060.7","33,618.2","32,781.9","37.93M","0.17%"
"10/16/2020","16,223.7","16,279.5","16,446.7","16,140.1","30.39M","0.17%"
"10/28/2021","43,895.8","43,820.1","44,047.2","43,366.0","28.50M","0.17%"
"05/14/2018","14,027.2","14,102.6","14,152.9","13,826.1","10.73M","0.18%"
"10/08/2021","42,155.1","42,230.8","42,533.5","41,776.7","28.20M","0.18%"
"11/03/2021","42,079.4","42,533.5","42,609.2","41,852.4","38.83M","0.18%"
"04/16/2021","30,440.4","30,161.6","31,053.6","29,827.1","49.90M","0.18%"
"05/25/2020","12,490.3","12,581.8","12,719.0","12,421.6","23.52M","0.18%"
"05/21/2020","12,124.2","12,055.6","12,147.1","11,941.2","23.62M","0.19%"
"09/30/2020","14,718.4","14,690.5","14,802.1","14,551.2","22.79M","0.19%"
"06/17/2020","12,009.9","11,987.0","12,101.4","11,849.7","14.88M","0.19%"
"09/23/2021","38,598.0","38,825.1","39,279.2","38,522.3","23.11M","0.20%"
"09/22/2021","38,522.3","38,446.7","38,673.7","38,295.3","17.09M","0.20%"
"06/25/2021","38,371.0","38,371.0","38,749.4","37,689.8","34.05M","0.20%"
"04/06/2021","27,541.3","27,485.5","27,624.9","27,374.0","24.63M","0.20%"
"02/04/2020","11,255.0","11,277.8","11,346.5","11,026.2","17.03M","0.20%"
"09/10/2020","13,687.0","13,770.6","13,854.3","13,659.1","21.25M","0.20%"
"08/12/2020","13,547.6","13,547.6","13,659.1","13,436.1","15.49M","0.21%"
"01/13/2020","11,094.8","11,071.9","11,163.4","11,026.2","9.39M","0.21%"
"08/15/2022","24,000.0","24,100.0","24,200.0","23,800.0","31.51M","0.21%"
"12/15/2021","36,176.2","36,327.6","36,781.6","36,100.5","11.76M","0.21%"
"02/17/2020","10,866.1","10,843.2","10,911.8","10,797.4","5.72M","0.21%"
"03/03/2021","26,091.8","25,952.4","26,231.1","25,924.5","39.07M","0.21%"
"03/29/2021","25,813.0","25,924.5","25,980.2","25,729.4","23.26M","0.22%"
"08/30/2022","23,050.0","23,100.0","23,300.0","22,950.0","15.31M","0.22%"
"12/23/2019","10,545.8","10,591.6","10,751.7","10,500.0","8.44M","0.22%"
"03/05/2021","25,645.7","25,450.6","25,701.5","25,144.0","37.55M","0.22%"
"09/17/2019","10,385.7","10,362.8","10,385.7","10,248.4","7.58M","0.22%"
"09/16/2019","10,362.8","10,271.3","10,362.8","10,179.8","11.37M","0.22%"
"04/13/2022","34,208.4","34,284.1","34,397.7","33,830.0","16.53M","0.22%"
"08/01/2019","10,339.9","10,294.2","10,408.5","10,179.8","12.53M","0.22%"
"09/13/2019","10,339.9","10,294.2","10,362.8","10,248.4","9.82M","0.22%"
"03/04/2020","10,225.5","10,248.4","10,339.9","10,225.5","6.20M","0.22%"
"03/06/2020","10,248.4","10,225.5","10,271.3","10,179.8","6.39M","0.22%"
"01/18/2021","24,865.2","24,809.5","25,004.6","24,670.1","31.79M","0.22%"
"08/30/2019","10,156.9","10,134.0","10,271.3","10,088.3","7.01M","0.23%"
"01/18/2023","21,700.0","22,000.0","22,050.0","21,550.0","25.85M","0.23%"
"10/01/2018","14,922.1","14,886.9","15,115.7","14,799.0","18.66M","0.24%"
"02/06/2023","21,150.0","21,100.0","21,150.0","20,550.0","22.28M","0.24%"
"01/20/2021","23,248.4","23,415.7","23,945.3","22,300.6","66.54M","0.24%"
"10/04/2018","14,570.2","14,499.8","14,570.2","14,394.2","32.60M","0.24%"
"03/06/2023","20,400.0","20,650.0","20,850.0","20,400.0","11.37M","0.25%"
"12/09/2020","21,464.4","21,464.4","21,520.1","21,241.4","26.79M","0.26%"
"03/16/2020","8,738.6","8,784.4","9,081.7","8,670.0","19.55M","0.26%"
"08/23/2018","13,408.8","13,338.4","13,496.8","13,338.4","10.54M","0.26%"
"12/04/2020","20,600.2","20,656.0","20,767.5","20,460.8","31.18M","0.27%"
"12/01/2020","19,847.6","19,457.3","19,847.6","19,262.2","38.26M","0.28%"
"07/25/2018","12,493.8","12,458.6","12,599.4","12,388.2","15.67M","0.28%"
"06/04/2019","11,117.7","11,255.0","11,346.5","11,003.3","7.03M","0.29%"
"05/22/2019","11,613.9","11,613.9","11,754.7","11,578.7","6.88M","0.30%"
"05/21/2019","11,578.7","11,596.3","11,684.3","11,543.5","5.88M","0.30%"
"04/05/2019","11,438.0","11,402.8","11,490.8","11,350.0","5.03M","0.31%"
"03/28/2019","11,420.4","11,314.8","11,420.4","11,297.2","6.88M","0.31%"
"05/31/2019","11,297.2","11,262.0","11,332.4","11,262.0","9.29M","0.31%"
"04/12/2019","11,279.6","11,244.4","11,279.6","11,209.2","4.32M","0.31%"
"02/11/2022","35,684.3","35,268.0","35,949.1","35,041.0","22.55M","0.32%"
"02/14/2019","10,910.1","10,874.9","11,015.6","10,839.7","17.67M","0.32%"
"03/30/2021","25,896.6","25,924.5","26,063.9","25,701.5","23.40M","0.32%"
"11/03/2020","17,115.7","17,283.0","17,450.3","17,032.1","30.75M","0.33%"
"04/04/2022","34,700.4","34,813.9","35,041.0","34,624.7","15.80M","0.33%"
"04/21/2022","32,808.3","32,543.4","33,375.9","31,862.3","23.16M","0.35%"
"11/08/2021","42,987.6","43,063.3","43,139.0","42,533.5","27.63M","0.35%"
"07/23/2020","12,902.0","12,856.3","12,902.0","12,673.3","21.43M","0.36%"
"07/09/2020","12,879.1","12,856.3","12,947.8","12,787.6","15.98M","0.36%"
"07/21/2020","12,856.3","12,856.3","12,924.9","12,719.0","24.69M","0.36%"
"07/06/2020","12,627.5","12,673.3","12,696.1","12,558.9","20.56M","0.36%"
"06/04/2021","41,246.9","41,246.9","41,852.4","41,095.5","41.18M","0.37%"
"09/25/2020","14,356.0","14,383.9","14,383.9","14,216.7","17.72M","0.39%"
"04/09/2021","27,624.9","27,485.5","27,820.1","27,346.2","27.42M","0.41%"
"09/15/2020","13,770.6","13,798.5","13,910.0","13,742.8","15.55M","0.41%"
"08/10/2020","13,547.6","13,631.3","13,798.5","13,547.6","24.82M","0.41%"
"08/27/2020","13,547.6","13,491.9","13,575.5","13,436.1","15.45M","0.41%"
"08/19/2020","13,519.8","13,491.9","13,603.4","13,436.1","16.26M","0.41%"
"12/30/2019","10,820.3","10,820.3","10,911.8","10,751.7","6.19M","0.42%"
"06/21/2019","10,843.2","10,934.7","10,934.7","10,797.4","9.33M","0.42%"
"07/30/2021","35,797.8","35,646.4","36,024.8","35,646.4","29.92M","0.42%"
"12/20/2021","35,495.0","35,343.7","35,835.6","35,192.3","12.98M","0.43%"
"03/17/2021","25,813.0","25,729.4","25,896.6","25,673.6","21.40M","0.43%"
"09/08/2022","23,100.0","23,200.0","23,450.0","22,900.0","20.37M","0.43%"
"06/12/2019","10,568.7","10,477.2","10,637.3","10,454.3","6.60M","0.44%"
"06/11/2019","10,522.9","10,522.9","10,614.4","10,385.7","9.29M","0.44%"
"09/22/2022","23,000.0","22,700.0","23,100.0","22,650.0","11.59M","0.44%"
"08/04/2020","12,822.9","12,934.4","12,990.1","12,711.4","19.46M","0.44%"
"12/02/2019","10,500.0","10,454.3","10,614.4","10,454.3","19.16M","0.44%"
"08/02/2022","22,900.0","22,900.0","23,150.0","22,700.0","27.73M","0.44%"
"11/11/2019","10,431.4","10,339.9","10,568.7","10,339.9","16.85M","0.44%"
"05/03/2019","12,018.7","11,965.9","12,106.6","11,860.3","9.57M","0.44%"
"07/01/2022","22,400.0","22,300.0","22,600.0","21,550.0","15.20M","0.45%"
"12/12/2018","11,825.1","11,789.9","11,877.9","11,613.9","9.81M","0.45%"
"05/28/2021","37,409.3","37,409.3","37,520.8","36,907.6","52.89M","0.45%"
"11/22/2019","10,111.2","10,156.9","10,225.5","10,065.4","12.14M","0.46%"
"11/06/2019","10,065.4","10,065.4","10,134.0","10,042.5","9.53M","0.46%"
"11/01/2019","10,019.7","10,019.7","10,111.2","9,973.9","8.55M","0.46%"
"09/05/2019","9,928.1","9,905.3","10,042.5","9,882.4","5.22M","0.46%"
"01/26/2022","32,884.0","32,921.8","33,640.8","32,884.0","19.77M","0.46%"
"04/29/2022","32,770.5","32,467.8","32,846.2","32,429.9","16.05M","0.46%"
"04/29/2020","9,836.6","9,790.9","9,928.1","9,607.9","15.68M","0.47%"
"07/29/2022","21,500.0","21,600.0","21,950.0","21,500.0","20.59M","0.47%"
"04/02/2019","11,297.2","11,332.4","11,350.0","11,244.4","4.92M","0.47%"
"10/17/2019","9,790.9","9,745.1","9,905.3","9,745.1","10.17M","0.47%"
"09/10/2019","9,745.1","9,699.4","9,768.0","9,653.6","7.27M","0.47%"
"03/10/2023","21,300.0","21,150.0","21,450.0","21,000.0","22.46M","0.47%"
"03/08/2023","21,200.0","20,900.0","21,200.0","20,800.0","16.16M","0.47%"
"11/12/2020","17,533.9","17,450.3","17,561.8","17,422.4","17.21M","0.48%"
"03/29/2023","20,800.0","20,700.0","21,100.0","20,700.0","17.94M","0.48%"
"03/23/2023","20,400.0","20,200.0","20,400.0","20,050.0","10.74M","0.49%"
"11/06/2020","16,948.5","16,892.7","17,115.7","16,837.0","23.54M","0.50%"
"09/19/2018","13,954.3","14,007.1","14,042.3","13,936.7","12.29M","0.51%"
"04/05/2021","27,485.5","27,597.0","27,652.8","27,290.4","26.99M","0.51%"
"01/16/2019","10,364.6","10,347.0","10,434.9","10,259.0","8.16M","0.51%"
"08/13/2021","36,819.5","36,630.3","36,857.3","36,100.5","33.55M","0.52%"
"12/16/2020","21,631.6","21,631.6","21,938.3","21,464.4","30.40M","0.52%"
"08/14/2018","13,549.6","13,549.6","13,690.4","13,461.6","14.55M","0.52%"
"12/08/2020","21,408.6","21,297.1","21,631.6","21,185.6","35.69M","0.52%"
"03/17/2020","8,784.4","8,509.8","8,830.1","8,509.8","12.75M","0.52%"
"08/24/2021","36,138.3","36,024.8","36,516.8","35,949.1","28.51M","0.53%"
"10/21/2021","43,290.3","43,290.3","44,047.2","42,836.2","50.95M","0.53%"
"08/04/2021","35,949.1","35,987.0","36,327.6","35,759.9","31.63M","0.53%"
"11/05/2021","42,836.2","42,609.2","43,139.0","42,155.1","25.19M","0.53%"
"08/17/2018","13,268.0","13,338.4","13,444.0","13,180.1","10.25M","0.53%"
"07/15/2020","12,833.4","12,902.0","12,993.5","12,833.4","13.82M","0.54%"
"07/16/2021","35,381.5","35,343.7","35,911.3","35,192.3","28.93M","0.54%"
"04/05/2022","34,889.6","34,813.9","35,116.6","34,776.1","15.76M","0.55%"
"06/03/2021","41,095.5","40,868.5","41,322.6","40,111.7","48.06M","0.56%"
"04/27/2018","13,524.5","13,449.0","13,574.7","13,021.7","19.68M","0.56%"
"06/30/2020","12,261.5","12,261.5","12,536.0","12,147.1","31.22M","0.56%"
"11/16/2018","12,388.2","12,493.8","12,564.2","12,335.4","6.36M","0.57%"
"05/26/2021","37,799.6","37,576.6","37,799.6","37,465.1","27.18M","0.59%"
"01/16/2020","11,575.2","11,438.0","11,598.1","11,415.1","14.44M","0.60%"
"01/15/2020","11,506.6","11,460.8","11,598.1","11,392.2","12.39M","0.60%"
"06/09/2021","38,068.3","37,765.5","38,900.8","37,084.4","53.24M","0.60%"
"09/08/2020","13,742.8","13,714.9","13,770.6","13,631.3","21.52M","0.61%"
"09/14/2020","13,714.9","13,659.1","13,798.5","13,659.1","22.33M","0.61%"
"10/17/2018","14,429.4","14,499.8","14,517.4","14,376.6","14.03M","0.61%"
"08/07/2020","13,491.9","13,380.4","13,547.6","13,352.5","21.35M","0.62%"
"01/03/2020","11,049.1","11,071.9","11,140.6","11,003.3","16.49M","0.63%"
"09/13/2018","13,989.5","13,971.9","14,165.5","13,901.5","13.01M","0.63%"
"03/26/2019","11,121.2","11,121.2","11,174.0","11,015.6","9.63M","0.64%"
"02/23/2022","35,343.7","35,305.8","35,722.1","35,003.1","16.88M","0.65%"
"03/18/2021","25,980.2","26,036.0","26,063.9","25,840.9","19.60M","0.65%"
"12/24/2019","10,614.4","10,545.8","10,660.2","10,500.0","6.78M","0.65%"
"03/08/2021","25,813.0","25,980.2","26,147.5","25,645.7","31.20M","0.65%"
"08/24/2018","13,496.8","13,373.6","13,514.4","13,303.2","15.54M","0.66%"
"10/29/2020","17,060.0","16,697.6","17,143.6","16,697.6","36.47M","0.66%"
"04/09/2018","15,284.1","15,233.9","15,384.7","15,083.0","17.17M","0.66%"
"08/01/2018","13,232.8","13,162.5","13,426.4","13,127.3","18.78M","0.67%"
"07/26/2019","10,317.0","10,339.9","10,545.8","10,271.3","20.62M","0.67%"
"08/21/2018","13,197.6","13,056.9","13,197.6","13,039.3","9.37M","0.67%"
"01/04/2019","10,452.5","10,347.0","10,558.1","10,100.6","15.99M","0.68%"
"07/04/2019","10,202.7","10,065.4","10,294.2","10,065.4","10.65M","0.68%"
"11/25/2019","10,179.8","10,134.0","10,225.5","10,065.4","8.92M","0.68%"
"07/23/2018","13,004.1","13,056.9","13,232.8","12,880.9","15.32M","0.68%"
"09/24/2019","10,134.0","10,042.5","10,134.0","9,996.8","4.18M","0.68%"
"10/24/2019","10,065.4","10,019.7","10,111.2","9,996.8","10.83M","0.69%"
"11/05/2019","10,019.7","9,973.9","10,134.0","9,951.0","11.62M","0.69%"
"02/24/2021","24,307.7","24,335.6","24,753.7","24,140.4","47.88M","0.69%"
"07/16/2019","9,882.4","9,882.4","9,905.3","9,813.8","7.32M","0.70%"
"01/11/2021","24,001.1","24,028.9","24,140.4","23,750.2","29.21M","0.70%"
"07/28/2022","21,400.0","21,500.0","21,700.0","21,250.0","23.51M","0.71%"
"11/19/2018","12,476.2","12,493.8","12,599.4","12,370.6","4.56M","0.71%"
"04/24/2018","14,077.5","13,951.8","14,303.7","13,826.1","14.60M","0.72%"
"07/22/2019","9,493.5","9,424.9","9,699.4","9,287.6","14.50M","0.73%"
"07/02/2020","12,627.5","12,581.8","12,696.1","12,536.0","27.38M","0.73%"
"05/29/2020","12,536.0","12,490.3","12,673.3","12,353.0","26.49M","0.74%"
"04/16/2020","9,264.7","9,127.5","9,333.4","9,036.0","14.04M","0.75%"
"04/15/2020","9,196.1","9,150.4","9,287.6","9,127.5","12.55M","0.75%"
"03/21/2022","35,457.2","35,343.7","35,722.1","35,116.6","25.11M","0.75%"
"03/31/2021","26,091.8","25,896.6","26,398.4","25,840.9","28.65M","0.75%"
"06/03/2022","25,277.9","25,202.2","25,732.0","25,164.4","19.12M","0.75%"
"01/04/2022","35,381.5","35,419.4","35,722.1","35,268.0","26.13M","0.75%"
"05/20/2021","37,130.6","36,907.6","37,186.3","36,517.3","37.82M","0.76%"
"08/31/2018","14,059.9","14,007.1","14,200.7","13,936.7","16.79M","0.76%"
"03/15/2022","34,927.4","34,776.1","35,343.7","34,397.7","27.12M","0.76%"
"01/04/2023","19,400.0","19,450.0","19,800.0","19,300.0","20.23M","0.78%"
"12/15/2022","19,350.0","19,100.0","19,650.0","19,100.0","20.98M","0.78%"
"04/22/2019","11,209.2","11,033.2","11,297.2","11,033.2","4.99M","0.79%"
"04/07/2020","8,692.8","8,715.7","8,738.6","8,349.7","16.12M","0.80%"
"09/03/2020","13,937.9","13,937.9","14,049.4","13,882.1","25.54M","0.81%"
"03/09/2022","37,727.7","37,841.2","38,068.3","36,970.9","45.21M","0.81%"
"07/31/2018","13,144.9","12,986.5","13,250.4","12,863.3","15.80M","0.81%"
"05/17/2021","34,510.2","34,231.5","34,789.0","33,785.5","59.68M","0.81%"
"08/13/2020","13,659.1","13,659.1","13,714.9","13,547.6","13.27M","0.82%"
"12/10/2019","11,163.4","11,071.9","11,232.1","11,026.2","21.40M","0.83%"
"08/17/2020","13,547.6","13,408.3","13,547.6","13,352.5","14.79M","0.83%"
"01/10/2020","11,071.9","11,026.2","11,232.1","11,003.3","21.07M","0.83%"
"12/20/2018","10,540.5","10,417.3","10,610.9","10,311.8","16.70M","0.84%"
"02/12/2020","10,888.9","10,751.7","11,049.1","10,728.8","20.18M","0.85%"
"04/04/2018","14,831.7","14,831.7","14,907.1","14,706.0","11.15M","0.85%"
"07/29/2021","35,646.4","35,532.9","36,100.5","35,419.4","42.62M","0.86%"
"11/12/2019","10,522.9","10,408.5","10,568.7","10,317.0","13.80M","0.88%"
"12/20/2019","10,522.9","10,500.0","10,637.3","10,431.4","11.40M","0.88%"
"02/27/2020","10,500.0","10,385.7","10,545.8","10,385.7","6.99M","0.88%"
"10/15/2021","43,366.0","43,366.0","43,668.7","43,139.0","24.08M","0.88%"
"07/20/2022","22,350.0","22,350.0","22,750.0","22,300.0","16.89M","0.90%"
"07/14/2020","12,764.8","12,558.9","12,787.6","12,536.0","12.12M","0.90%"
"05/11/2018","14,002.1","13,725.6","14,027.2","13,700.4","10.46M","0.91%"
"06/01/2020","12,650.4","12,719.0","12,719.0","12,558.9","16.90M","0.91%"
"02/18/2021","24,447.1","24,196.2","24,530.7","23,945.3","37.46M","0.92%"
"03/30/2020","7,480.4","7,000.0","7,640.6","6,977.2","22.89M","0.93%"
"04/04/2019","11,402.8","11,314.8","11,402.8","11,262.0","7.57M","0.93%"
"07/11/2019","9,859.5","9,790.9","9,905.3","9,790.9","6.54M","0.94%"
"06/15/2018","15,133.3","14,957.3","15,133.3","14,711.0","13.20M","0.94%"
"11/16/2020","17,979.9","18,007.8","18,258.7","17,784.8","44.82M","0.94%"
"06/14/2021","40,565.8","40,490.1","41,095.5","39,960.3","37.16M","0.94%"
"10/01/2021","40,414.4","40,036.0","40,641.5","39,884.6","39.62M","0.95%"
"02/02/2023","21,300.0","21,200.0","21,700.0","21,100.0","25.39M","0.95%"
"04/19/2019","11,121.2","11,033.2","11,156.4","11,033.2","3.32M","0.96%"
"07/22/2021","35,722.1","35,343.7","36,100.5","35,041.0","27.94M","0.96%"
"02/15/2023","20,800.0","20,600.0","21,050.0","20,250.0","20.08M","0.97%"
"09/17/2021","39,203.5","38,900.8","39,354.9","38,825.1","31.91M","0.97%"
"10/10/2018","14,570.2","14,464.6","14,693.4","14,411.8","18.46M","0.98%"
"06/22/2021","39,127.8","38,976.4","39,657.6","38,749.4","24.00M","0.98%"
"09/21/2018","14,535.0","14,429.4","14,570.2","14,306.3","39.08M","0.98%"
"09/23/2020","14,383.9","14,300.3","14,439.7","14,244.5","22.09M","0.98%"
"10/16/2018","14,341.4","14,200.7","14,341.4","14,200.7","7.96M","0.99%"
"08/19/2021","38,522.3","38,295.3","38,825.1","38,143.9","35.76M","0.99%"
"11/02/2018","14,077.5","14,077.5","14,130.3","14,007.1","9.84M","1.01%"
"01/10/2019","10,487.7","10,417.3","10,593.3","10,382.2","4.88M","1.02%"
"09/01/2020","13,826.4","13,687.0","13,910.0","13,631.3","29.40M","1.02%"
"01/10/2023","19,800.0","19,600.0","20,100.0","19,200.0","26.85M","1.02%"
"08/31/2020","13,687.0","13,491.9","13,826.4","13,491.9","23.40M","1.03%"
"01/09/2023","19,600.0","19,800.0","20,100.0","19,500.0","16.19M","1.03%"
"08/21/2020","13,575.5","13,436.1","13,603.4","13,408.3","15.67M","1.04%"
"04/22/2022","33,148.9","33,300.3","33,338.1","32,051.5","16.51M","1.04%"
"01/18/2019","10,276.6","10,311.8","10,364.6","10,259.0","5.81M","1.04%"
"10/18/2021","43,820.1","43,593.1","44,198.5","43,517.4","26.96M","1.05%"
"12/14/2022","19,200.0","19,350.0","19,600.0","19,000.0","34.29M","1.05%"
"01/06/2021","23,861.7","23,694.4","24,140.4","23,582.9","31.50M","1.06%"
"10/08/2020","15,666.2","15,610.4","15,666.2","15,443.2","32.01M","1.08%"
"07/28/2021","35,343.7","35,041.0","35,646.4","34,965.3","27.58M","1.08%"
"01/13/2022","35,343.7","35,041.0","35,797.8","34,965.3","32.49M","1.08%"
"03/02/2021","26,036.0","26,091.8","26,259.0","25,757.2","41.54M","1.08%"
"02/17/2022","35,192.3","34,813.9","35,381.5","34,813.9","14.76M","1.09%"
"05/14/2019","11,402.8","11,156.4","11,402.8","11,156.4","4.98M","1.09%"
"06/07/2019","10,500.0","10,522.9","10,660.2","10,454.3","10.74M","1.10%"
"11/18/2019","10,477.2","10,385.7","10,522.9","10,385.7","8.08M","1.10%"
"04/26/2022","31,181.2","30,386.5","31,332.5","29,970.2","30.26M","1.10%"
"11/29/2019","10,454.3","10,339.9","10,500.0","10,271.3","13.35M","1.11%"
"12/19/2019","10,431.4","10,317.0","10,568.7","10,317.0","12.12M","1.11%"
"06/29/2022","22,750.0","22,300.0","23,150.0","22,100.0","20.19M","1.11%"
"11/12/2021","41,322.6","40,792.8","41,474.0","40,717.1","27.10M","1.11%"
"06/25/2020","12,490.3","12,215.7","12,719.0","12,147.1","51.41M","1.11%"
"05/16/2022","27,472.7","28,040.3","28,380.9","27,472.7","38.21M","1.11%"
"05/02/2018","13,675.3","13,675.3","13,926.7","13,398.8","16.09M","1.12%"
"05/12/2021","34,956.3","34,343.0","34,956.3","34,175.7","51.45M","1.13%"
"07/12/2022","22,300.0","22,050.0","22,500.0","21,950.0","12.15M","1.13%"
"04/02/2021","27,346.2","27,206.8","27,485.5","27,095.3","29.27M","1.13%"
"11/30/2021","37,046.5","37,046.5","37,803.4","36,706.0","28.83M","1.14%"
"05/20/2020","12,101.4","11,895.5","12,170.0","11,735.3","24.40M","1.15%"
"01/20/2022","33,300.3","33,148.9","33,451.6","32,770.5","19.07M","1.15%"
"10/23/2019","9,996.8","9,882.4","10,111.2","9,882.4","14.52M","1.16%"
"12/14/2020","21,882.5","21,966.1","22,021.9","21,715.3","25.42M","1.16%"
"01/30/2023","21,750.0","21,700.0","22,200.0","21,350.0","42.34M","1.16%"
"09/09/2021","39,279.2","39,052.1","39,657.6","38,976.4","47.73M","1.17%"
"03/19/2021","26,286.9","25,980.2","26,454.1","25,980.2","32.28M","1.18%"
"09/18/2020","14,328.2","14,244.5","14,328.2","14,216.7","21.89M","1.18%"
"02/18/2022","35,608.6","34,965.3","36,062.7","34,851.7","27.79M","1.18%"
"09/08/2021","38,825.1","38,371.0","39,279.2","38,143.9","42.95M","1.18%"
"12/13/2018","11,965.9","11,913.1","12,001.1","11,860.3","15.00M","1.19%"
"05/02/2019","11,965.9","11,860.3","11,965.9","11,719.5","10.42M","1.19%"
"03/18/2022","35,192.3","34,965.3","35,457.2","34,851.7","23.05M","1.20%"
"01/21/2019","10,399.7","10,311.8","10,470.1","10,276.6","5.25M","1.20%"
"07/13/2021","34,435.5","34,435.5","34,813.9","33,716.5","33.15M","1.22%"
"08/10/2018","13,021.7","12,828.1","13,056.9","12,828.1","11.52M","1.23%"
"08/31/2021","37,311.4","37,084.4","37,614.2","36,933.0","33.63M","1.23%"
"11/25/2021","37,273.6","36,857.3","37,349.3","36,857.3","28.29M","1.23%"
"10/14/2020","15,805.6","15,582.6","15,805.6","15,498.9","24.99M","1.25%"
"03/20/2019","11,367.6","11,086.0","11,473.2","11,086.0","15.40M","1.25%"
"11/04/2021","42,609.2","42,079.4","43,063.3","42,079.4","19.30M","1.26%"
"02/25/2021","24,614.3","24,530.7","24,753.7","24,335.6","38.49M","1.26%"
"08/23/2022","23,650.0","23,100.0","23,650.0","23,100.0","16.69M","1.28%"
"05/27/2022","26,829.4","26,488.8","27,170.0","26,337.5","22.87M","1.29%"
"08/08/2022","23,600.0","23,400.0","23,900.0","23,300.0","30.37M","1.29%"
"08/21/2019","10,614.4","10,477.2","10,637.3","10,431.4","10.15M","1.31%"
"03/01/2021","25,757.2","25,785.1","25,813.0","25,534.2","38.61M","1.32%"
"07/27/2021","34,965.3","34,813.9","35,419.4","34,586.9","23.67M","1.32%"
"09/18/2019","10,522.9","10,385.7","10,545.8","10,339.9","12.95M","1.32%"
"04/01/2022","34,586.9","34,057.1","34,813.9","33,678.7","25.61M","1.33%"
"09/29/2021","40,338.7","39,884.6","40,565.8","39,808.9","45.37M","1.33%"
"08/22/2018","13,373.6","13,232.8","13,514.4","13,180.1","16.58M","1.33%"
"09/27/2018","14,623.0","14,499.8","14,640.6","14,464.6","15.31M","1.34%"
"06/25/2018","14,605.4","14,781.4","14,834.2","14,447.0","9.48M","1.34%"
"12/31/2020","23,109.0","22,802.4","23,276.3","22,690.9","20.83M","1.34%"
"04/10/2020","8,601.3","8,464.1","8,692.8","8,372.6","11.71M","1.35%"
"11/22/2021","36,819.5","36,478.9","37,235.7","36,327.6","29.42M","1.35%"
"05/24/2018","13,172.5","13,072.0","13,172.5","12,971.4","13.99M","1.35%"
"08/25/2021","36,630.3","36,289.7","36,706.0","35,873.5","21.32M","1.36%"
"06/18/2021","39,430.5","39,279.2","40,338.7","38,900.8","37.69M","1.36%"
"01/21/2020","11,826.9","11,781.1","11,895.5","11,689.6","12.45M","1.37%"
"06/23/2022","21,800.0","21,500.0","21,850.0","21,500.0","6.93M","1.40%"
"07/07/2022","21,750.0","21,450.0","21,750.0","21,400.0","10.83M","1.40%"
"05/29/2019","11,438.0","11,367.6","11,438.0","11,279.6","4.55M","1.40%"
"04/28/2022","32,619.1","32,165.0","32,884.0","32,165.0","17.70M","1.41%"
"02/23/2023","21,500.0","21,150.0","21,500.0","20,400.0","33.59M","1.42%"
"11/20/2020","19,903.3","19,680.3","19,903.3","19,485.2","31.84M","1.42%"
"10/09/2020","15,889.2","15,722.0","16,000.7","15,610.4","16.61M","1.42%"
"10/06/2021","42,457.8","42,230.8","42,609.2","41,928.1","34.80M","1.45%"
"12/09/2019","11,071.9","10,911.8","11,186.3","10,911.8","16.64M","1.47%"
"03/13/2019","12,089.0","11,965.9","12,089.0","11,930.7","8.76M","1.48%"
"08/25/2022","23,850.0","23,750.0","24,050.0","23,600.0","18.26M","1.49%"
"03/29/2018","15,284.1","15,083.0","15,384.7","15,032.8","14.12M","1.50%"
"01/16/2023","20,250.0","20,000.0","20,650.0","19,950.0","22.32M","1.50%"
"04/26/2019","11,825.1","11,684.3","11,895.5","11,649.1","7.72M","1.51%"
"08/23/2019","10,705.9","10,637.3","10,728.8","10,568.7","11.34M","1.52%"
"08/08/2018","12,916.1","12,740.1","12,968.9","12,704.9","9.40M","1.52%"
"04/19/2022","32,770.5","32,543.4","33,224.6","32,467.8","24.77M","1.52%"
"12/31/2021","35,116.6","34,813.9","35,305.8","34,700.4","17.92M","1.53%"
"05/30/2018","13,273.1","13,097.1","13,423.9","12,795.4","24.16M","1.54%"
"09/20/2022","23,000.0","22,800.0","23,000.0","22,600.0","11.51M","1.55%"
"02/21/2019","11,508.4","11,367.6","11,508.4","11,226.8","16.45M","1.55%"
"10/20/2020","16,363.1","16,028.6","16,363.1","16,000.7","23.38M","1.56%"
"08/27/2018","13,708.0","13,584.8","13,831.1","13,549.6","14.97M","1.56%"
"07/21/2022","22,700.0","22,350.0","23,000.0","22,300.0","23.04M","1.57%"
"02/20/2019","11,332.4","11,156.4","11,367.6","11,138.8","16.09M","1.58%"
