"Date","Price","Open","High","Low","Vol.","Change %"
"12/09/2022","19,200.0","18,900.0","19,450.0","18,500.0","34.55M","1.59%"
"11/13/2020","17,812.6","17,561.8","17,812.6","17,533.9","21.34M","1.59%"
"05/26/2022","26,488.8","26,488.8","26,942.9","26,148.3","21.09M","1.60%"
"09/26/2019","10,179.8","10,065.4","10,179.8","9,928.1","7.02M","1.60%"
"06/01/2018","14,328.9","14,203.2","14,429.4","14,102.6","25.47M","1.60%"
"07/30/2020","12,321.1","12,209.6","12,432.6","12,181.7","19.93M","1.61%"
"01/31/2023","22,100.0","21,900.0","22,100.0","21,700.0","28.11M","1.61%"
"08/07/2019","10,111.2","10,019.7","10,134.0","9,973.9","7.34M","1.61%"
"07/12/2019","10,019.7","9,928.1","10,065.4","9,905.3","7.09M","1.62%"
"08/16/2021","37,425.0","37,084.4","37,462.8","37,046.5","28.89M","1.64%"
"12/23/2020","22,300.6","21,994.0","22,969.7","21,966.1","49.31M","1.65%"
"11/11/2022","12,300.0","12,300.0","12,650.0","12,000.0","60.72M","1.65%"
"01/27/2023","21,500.0","21,000.0","21,550.0","20,850.0","26.52M","1.65%"
"02/05/2021","23,694.4","23,387.8","23,805.9","23,248.4","41.02M","1.67%"
"07/17/2018","12,704.9","12,317.8","12,722.5","12,317.8","9.25M","1.69%"
"06/05/2020","12,375.9","12,124.2","12,490.3","11,987.0","28.50M","1.69%"
"05/18/2018","13,549.6","13,373.6","13,549.6","13,197.7","14.35M","1.70%"
"05/20/2019","11,543.5","11,350.0","11,631.5","11,350.0","6.07M","1.70%"
"10/22/2020","16,502.5","16,168.0","16,502.5","16,112.2","22.94M","1.72%"
"11/19/2020","19,624.6","19,345.8","19,791.8","19,206.4","46.57M","1.73%"
"01/22/2020","12,032.7","11,826.9","12,078.5","11,826.9","18.79M","1.74%"
"02/18/2019","11,314.8","11,297.2","11,455.6","11,244.4","17.45M","1.74%"
"03/11/2021","25,868.7","25,590.0","26,008.1","25,534.2","27.32M","1.75%"
"02/25/2020","10,568.7","10,339.9","10,568.7","10,339.9","11.17M","1.76%"
"05/08/2018","14,328.9","14,052.4","14,555.1","13,876.4","17.97M","1.79%"
"11/26/2019","10,362.8","10,225.5","10,431.4","10,225.5","11.56M","1.80%"
"09/28/2018","14,886.9","14,640.6","14,904.5","14,605.4","26.33M","1.80%"
"06/07/2018","15,560.7","15,334.4","15,686.4","15,284.1","20.88M","1.81%"
"10/28/2019","10,156.9","9,973.9","10,202.7","9,905.3","15.33M","1.83%"
"12/24/2018","10,734.1","10,540.5","10,734.1","10,540.5","8.93M","1.84%"
"08/24/2020","13,826.4","13,659.1","13,910.0","13,603.4","24.45M","1.85%"
"11/23/2021","37,500.6","37,008.7","37,689.8","36,781.6","20.34M","1.85%"
"10/05/2022","19,200.0","19,200.0","19,350.0","18,850.0","25.32M","1.86%"
"01/23/2019","10,575.7","10,347.0","10,698.9","10,329.4","10.37M","1.86%"
"02/03/2020","11,232.1","10,660.2","11,346.5","10,385.7","25.44M","1.87%"
"10/22/2019","9,882.4","9,699.4","9,905.3","9,699.4","8.63M","1.89%"
"05/13/2020","11,026.2","10,728.8","11,071.9","10,660.2","20.23M","1.90%"
"05/05/2020","9,790.9","9,790.9","9,905.3","9,745.1","12.41M","1.90%"
"08/17/2021","38,143.9","37,576.3","38,522.3","37,538.5","59.13M","1.92%"
"03/01/2019","12,053.9","11,825.1","12,053.9","11,825.1","12.62M","1.93%"
"02/15/2019","11,121.2","10,910.1","11,438.0","10,839.7","25.53M","1.93%"
"07/06/2018","12,951.3","12,687.3","13,303.2","12,388.2","14.45M","1.94%"
"10/27/2020","17,506.0","17,060.0","17,673.3","17,032.1","44.37M","1.95%"
"07/16/2020","13,085.0","12,902.0","13,222.3","12,787.6","37.73M","1.96%"
"03/27/2023","20,800.0","20,400.0","20,900.0","20,350.0","20.27M","1.96%"
"12/28/2020","23,164.8","23,304.2","23,387.8","22,858.2","36.90M","1.96%"
"02/14/2023","20,600.0","20,300.0","20,900.0","20,250.0","17.29M","1.98%"
"04/12/2018","15,510.4","15,133.3","15,560.7","15,057.9","17.30M","1.98%"
"01/20/2020","11,666.7","11,438.0","11,666.7","11,300.7","12.03M","2.00%"
"12/25/2020","22,718.8","22,300.6","22,774.5","22,021.9","39.78M","2.00%"
"02/07/2022","32,581.3","32,392.1","33,073.2","31,635.2","21.59M","2.01%"
"01/11/2023","20,200.0","20,000.0","20,550.0","19,900.0","25.71M","2.02%"
"12/05/2018","12,423.4","12,089.0","12,493.8","12,053.9","22.15M","2.02%"
"09/11/2018","14,077.5","13,743.2","14,147.9","13,743.2","18.94M","2.04%"
"01/04/2021","23,582.9","23,415.7","23,973.2","23,220.5","27.79M","2.05%"
"06/19/2020","12,513.1","12,353.0","12,513.1","12,353.0","22.18M","2.05%"
"01/05/2023","19,800.0","19,400.0","20,000.0","19,150.0","21.50M","2.06%"
"12/22/2020","21,938.3","21,492.2","21,994.0","21,352.9","45.72M","2.08%"
"02/12/2019","10,382.2","10,171.0","10,505.3","10,118.2","21.77M","2.08%"
"06/18/2020","12,261.5","11,872.6","12,284.4","11,826.9","19.07M","2.09%"
"06/13/2018","15,274.1","14,922.1","15,344.5","14,886.9","10.04M","2.12%"
"08/09/2022","24,100.0","23,900.0","24,300.0","23,650.0","48.22M","2.12%"
"01/02/2020","10,980.4","10,751.7","10,980.4","10,683.1","8.91M","2.13%"
"12/27/2018","10,892.5","10,857.3","10,945.3","10,663.7","13.34M","2.15%"
"12/13/2022","19,000.0","18,600.0","19,000.0","18,250.0","24.34M","2.15%"
"02/20/2020","10,866.1","10,728.8","10,866.1","10,637.3","11.00M","2.15%"
"08/12/2019","10,797.4","10,568.7","10,911.8","10,568.7","17.12M","2.16%"
"10/26/2021","42,609.2","41,474.0","42,609.2","41,019.9","36.28M","2.18%"
"04/27/2021","31,388.2","30,719.1","31,443.9","30,328.9","37.37M","2.18%"
"12/03/2019","10,728.8","10,500.0","10,843.2","10,385.7","19.65M","2.18%"
"07/27/2018","13,127.3","12,933.7","13,144.9","12,792.9","13.17M","2.19%"
"02/09/2021","23,304.2","22,802.4","23,359.9","22,551.5","45.92M","2.20%"
"07/04/2018","13,056.9","12,951.3","13,180.1","12,740.1","10.32M","2.20%"
"04/17/2020","9,470.6","9,264.7","9,516.4","9,241.9","18.57M","2.22%"
"07/01/2020","12,536.0","12,353.0","12,581.8","12,307.2","22.84M","2.24%"
"03/21/2023","20,450.0","20,200.0","20,550.0","19,850.0","19.06M","2.25%"
"01/09/2019","10,382.2","10,206.2","10,487.7","10,206.2","5.14M","2.25%"
"10/12/2018","14,359.0","13,866.3","14,359.0","13,866.3","18.06M","2.26%"
"09/12/2019","10,317.0","10,134.0","10,339.9","10,134.0","11.72M","2.27%"
"10/01/2020","15,052.9","14,829.9","15,164.4","14,774.2","30.12M","2.27%"
"08/16/2022","24,550.0","24,000.0","24,700.0","24,000.0","65.49M","2.29%"
"08/30/2021","36,857.3","36,327.6","36,895.2","36,062.7","22.11M","2.31%"
"04/24/2020","10,111.2","9,928.1","10,156.9","9,745.1","17.48M","2.32%"
"04/03/2020","8,075.2","7,892.2","8,098.1","7,869.3","13.70M","2.32%"
"11/02/2022","15,350.0","15,000.0","15,700.0","15,000.0","40.12M","2.33%"
"01/09/2020","10,980.4","10,797.4","11,049.1","10,797.4","9.72M","2.35%"
"08/12/2022","23,950.0","23,300.0","24,050.0","23,250.0","33.80M","2.35%"
"05/11/2020","10,957.6","10,843.2","11,026.2","10,660.2","15.21M","2.35%"
"05/07/2021","33,897.0","33,005.0","34,287.2","32,949.2","51.87M","2.36%"
"04/01/2020","7,892.2","7,640.6","8,006.6","7,617.7","10.23M","2.37%"
"03/27/2019","11,385.2","11,226.8","11,385.2","11,138.8","6.95M","2.37%"
"05/23/2018","12,996.5","12,644.6","13,072.0","12,644.6","12.62M","2.38%"
"12/27/2019","10,774.6","10,522.9","10,774.6","10,454.3","8.81M","2.39%"
"06/08/2020","12,673.3","12,581.8","12,856.3","12,490.3","36.11M","2.40%"
"02/16/2023","21,300.0","20,950.0","21,400.0","20,600.0","23.91M","2.40%"
"04/20/2020","9,699.4","9,607.9","9,836.6","9,402.0","19.84M","2.42%"
"05/18/2021","35,346.5","34,844.8","35,513.8","34,844.8","68.70M","2.42%"
"10/05/2020","15,248.1","14,969.3","15,275.9","14,969.3","22.45M","2.43%"
"08/28/2018","14,042.3","13,725.6","14,147.9","13,725.6","30.15M","2.44%"
"01/12/2022","34,965.3","34,208.4","35,003.1","34,170.6","19.09M","2.44%"
"12/24/2021","34,851.7","34,284.1","35,305.8","34,246.3","24.92M","2.45%"
"11/15/2022","12,500.0","12,000.0","12,550.0","12,000.0","40.42M","2.46%"
"10/15/2020","16,195.8","16,725.5","16,725.5","16,195.8","53.57M","2.47%"
"12/14/2021","36,100.5","35,230.2","37,160.1","34,965.3","46.38M","2.47%"
"04/06/2022","35,759.9","34,813.9","36,289.7","34,813.9","38.62M","2.49%"
"12/18/2020","21,520.1","21,241.4","21,603.7","21,129.9","35.02M","2.52%"
"07/01/2021","39,960.3","39,127.8","40,036.0","39,052.1","51.57M","2.52%"
"09/28/2020","14,718.4","14,383.9","14,718.4","14,328.2","30.84M","2.52%"
"04/23/2021","31,443.9","30,942.1","31,443.9","30,551.9","50.01M","2.55%"
"06/10/2021","39,052.1","37,992.6","39,808.9","37,841.2","38.11M","2.58%"
"09/15/2021","39,052.1","37,916.9","39,354.9","37,765.5","33.68M","2.58%"
"03/18/2020","9,013.1","8,875.9","9,196.1","8,853.0","21.90M","2.60%"
"03/07/2022","38,673.7","37,992.6","39,733.3","37,841.2","49.99M","2.61%"
"02/25/2019","12,247.4","12,124.2","12,511.4","12,036.3","32.26M","2.65%"
"03/26/2021","25,757.2","25,367.0","25,757.2","25,116.1","49.33M","2.67%"
"06/18/2019","10,545.8","10,271.3","10,568.7","10,271.3","10.65M","2.67%"
"08/09/2021","37,614.2","36,403.2","37,614.2","36,289.7","39.55M","2.69%"
"10/11/2021","43,290.3","42,457.8","43,366.0","42,155.1","33.21M","2.69%"
"09/07/2018","13,971.9","13,584.8","14,007.1","13,584.8","14.80M","2.72%"
"07/07/2020","12,970.6","12,696.1","13,222.3","12,673.3","59.07M","2.72%"
"04/06/2018","15,183.6","14,756.2","15,183.6","14,706.0","18.78M","2.72%"
"06/09/2022","25,580.7","24,899.5","26,148.3","24,786.0","35.07M","2.74%"
"08/05/2021","36,933.0","35,911.3","37,084.4","35,835.6","38.62M","2.74%"
"07/26/2018","12,845.7","12,493.8","12,845.7","12,458.6","22.50M","2.82%"
"10/08/2019","10,019.7","9,790.9","10,019.7","9,722.3","8.38M","2.82%"
"12/05/2022","20,000.0","19,800.0","20,400.0","19,500.0","46.51M","2.83%"
"04/15/2021","30,384.6","29,827.1","30,496.1","29,269.6","56.30M","2.83%"
"05/22/2020","12,467.4","12,055.6","12,558.9","12,009.9","34.23M","2.83%"
"02/28/2022","35,722.1","34,851.7","36,176.2","34,851.7","45.76M","2.83%"
"09/17/2020","14,160.9","13,798.5","14,216.7","13,770.6","46.96M","2.83%"
"10/27/2021","43,820.1","42,609.2","43,820.1","42,609.2","37.62M","2.84%"
"05/10/2022","31,105.5","29,894.6","31,105.5","29,289.1","25.27M","2.88%"
"06/11/2021","40,187.4","39,430.5","40,263.0","39,052.1","37.74M","2.91%"
"05/04/2021","33,339.5","31,945.7","33,674.0","31,778.4","57.91M","2.93%"
"04/13/2020","8,853.0","8,601.3","8,921.6","8,555.6","19.04M","2.93%"
"10/27/2022","17,400.0","16,950.0","17,600.0","16,900.0","21.37M","2.96%"
"11/20/2018","12,845.7","12,529.0","12,898.5","12,458.6","15.63M","2.96%"
"04/22/2020","9,516.4","9,379.1","9,745.1","9,287.6","23.25M","2.97%"
"09/09/2022","23,800.0","23,350.0","23,800.0","23,100.0","26.05M","3.03%"
"07/18/2018","13,092.1","12,775.3","13,144.9","12,704.9","17.33M","3.05%"
"06/06/2018","15,284.1","14,881.9","15,334.4","14,706.0","23.24M","3.05%"
"05/25/2021","37,576.6","36,405.8","37,799.6","36,350.0","39.82M","3.06%"
"03/31/2020","7,709.2","7,480.4","7,937.9","6,977.2","23.51M","3.06%"
"02/06/2020","11,529.5","11,140.6","11,529.5","11,117.7","19.40M","3.07%"
"01/14/2020","11,438.0","11,094.8","11,460.8","11,071.9","20.14M","3.09%"
"04/14/2020","9,127.5","8,830.1","9,127.5","8,784.4","18.42M","3.10%"
"06/16/2020","11,987.0","11,895.5","12,078.5","11,735.3","19.01M","3.15%"
"09/20/2018","14,394.2","14,042.3","14,394.2","13,971.9","27.31M","3.15%"
"04/27/2022","32,165.0","31,181.2","32,467.8","31,105.5","24.41M","3.16%"
"04/20/2018","14,781.4","14,328.9","14,781.4","14,127.8","12.64M","3.16%"
"11/07/2019","10,385.7","10,134.0","10,408.5","10,111.2","27.89M","3.18%"
"12/11/2020","21,631.6","21,185.6","21,631.6","21,018.4","29.21M","3.19%"
"03/04/2019","12,441.0","12,229.8","12,441.0","12,212.2","13.74M","3.21%"
"07/08/2022","22,450.0","22,000.0","22,550.0","22,000.0","19.50M","3.22%"
"12/06/2019","10,911.8","10,568.7","10,934.7","10,568.7","15.01M","3.25%"
"11/27/2020","20,210.0","19,513.1","20,293.6","19,513.1","28.13M","3.28%"
"02/26/2021","25,422.7","24,363.5","25,478.5","24,307.7","71.83M","3.28%"
"10/06/2020","15,749.8","15,303.8","15,749.8","15,164.4","41.44M","3.29%"
"04/12/2021","28,544.8","27,820.1","28,712.1","27,736.4","47.40M","3.33%"
"07/15/2021","35,192.3","33,754.4","35,457.2","33,754.4","37.11M","3.33%"
"06/28/2021","39,657.6","38,825.1","39,733.3","38,446.7","50.91M","3.35%"
"06/22/2022","21,500.0","20,850.0","22,000.0","20,850.0","21.44M","3.37%"
"12/07/2020","21,297.1","20,656.0","21,408.6","20,544.5","42.82M","3.38%"
"11/17/2020","18,593.2","18,119.3","18,593.2","18,063.5","28.48M","3.41%"
"03/07/2023","21,100.0","20,600.0","21,350.0","20,550.0","29.32M","3.43%"
"06/19/2019","10,911.8","10,728.8","10,911.8","10,660.2","17.62M","3.47%"
"08/13/2018","13,479.2","12,986.5","13,496.8","12,916.1","31.21M","3.51%"
"09/11/2019","10,088.3","9,745.1","10,088.3","9,722.3","9.90M","3.52%"
"09/28/2021","39,808.9","38,295.3","39,884.6","38,295.3","46.29M","3.54%"
"12/08/2022","18,900.0","18,900.0","19,350.0","18,500.0","29.94M","3.56%"
"05/10/2021","35,123.5","33,897.0","35,290.8","33,897.0","49.42M","3.62%"
"11/09/2020","17,561.8","17,171.5","17,561.8","17,115.7","32.14M","3.62%"
"04/01/2021","27,039.5","26,203.3","27,039.5","26,175.4","48.58M","3.63%"
"02/22/2019","11,930.7","11,490.8","11,948.3","11,455.6","22.64M","3.67%"
"02/03/2021","23,415.7","22,969.7","23,610.8","22,858.2","61.14M","3.70%"
"05/07/2018","14,077.5","13,675.3","14,077.5","13,549.6","14.46M","3.70%"
"08/03/2022","23,750.0","22,700.0","23,850.0","22,600.0","58.85M","3.71%"
"05/06/2020","10,156.9","9,859.5","10,156.9","9,836.6","16.05M","3.74%"
"11/18/2020","19,290.1","18,732.5","19,290.1","18,593.2","38.81M","3.75%"
"04/29/2021","32,391.7","31,499.7","32,726.2","31,443.9","48.93M","3.75%"
"03/10/2020","9,905.3","9,379.1","9,951.0","9,379.1","17.14M","3.84%"
"02/09/2022","35,797.8","34,662.5","36,554.6","34,586.9","52.39M","3.84%"
"04/23/2020","9,882.4","9,745.1","10,042.5","9,745.1","17.58M","3.85%"
"09/05/2022","23,900.0","23,050.0","24,100.0","23,050.0","26.28M","3.91%"
"06/12/2020","12,124.2","11,209.2","12,124.2","11,209.2","39.76M","3.92%"
"10/04/2021","42,003.7","40,792.8","42,306.5","40,792.8","58.96M","3.93%"
"07/25/2019","10,248.4","9,836.6","10,248.4","9,836.6","19.95M","3.94%"
"02/17/2021","24,224.1","23,666.6","24,224.1","23,582.9","42.56M","3.95%"
"07/07/2021","37,765.5","37,084.4","37,765.5","36,214.0","52.72M","3.96%"
"11/24/2022","14,350.0","13,700.0","14,400.0","13,600.0","31.12M","3.99%"
"10/31/2018","14,165.5","13,760.7","14,165.5","13,743.2","11.61M","4.01%"
"05/26/2020","12,993.5","12,513.1","12,993.5","12,490.3","24.23M","4.03%"
"12/07/2021","36,024.8","35,154.5","36,024.8","34,813.9","28.52M","4.04%"
"09/06/2021","38,749.4","37,462.8","38,900.8","37,387.1","62.53M","4.07%"
"03/25/2020","8,143.8","8,166.7","8,166.7","7,960.8","16.34M","4.09%"
"05/19/2020","11,964.1","12,078.5","12,284.4","11,918.4","39.68M","4.18%"
"06/28/2019","10,751.7","10,317.0","10,751.7","10,271.3","8.26M","4.21%"
"05/19/2021","36,851.8","35,681.0","37,186.3","35,402.3","49.86M","4.26%"
"10/10/2022","18,350.0","17,300.0","18,600.0","17,200.0","25.06M","4.26%"
"10/25/2022","17,100.0","16,400.0","17,500.0","16,050.0","31.11M","4.27%"
"10/13/2022","19,500.0","18,800.0","19,600.0","18,550.0","24.20M","4.28%"
"02/20/2023","21,900.0","21,000.0","21,900.0","21,000.0","24.74M","4.29%"
"01/12/2021","25,032.5","24,084.7","25,032.5","23,917.4","39.91M","4.30%"
"06/20/2018","14,077.5","13,725.6","14,077.5","13,303.2","15.79M","4.30%"
"06/22/2018","14,411.8","13,725.6","14,411.8","13,655.2","19.65M","4.33%"
"12/03/2020","20,544.5","19,819.7","20,544.5","19,680.3","39.51M","4.39%"
"10/23/2020","17,227.2","16,614.0","17,227.2","16,530.4","51.83M","4.39%"
"01/29/2021","21,826.8","20,628.1","22,272.8","20,628.1","70.64M","4.40%"
"03/01/2023","20,900.0","20,000.0","20,900.0","19,800.0","18.62M","4.50%"
"07/15/2022","23,200.0","22,350.0","23,500.0","22,350.0","47.70M","4.50%"
"04/24/2019","11,737.1","11,262.0","11,737.1","11,226.8","15.88M","4.55%"
"07/23/2019","9,928.1","9,516.4","9,951.0","9,516.4","18.98M","4.58%"
"02/13/2019","10,874.9","10,382.2","10,945.3","10,382.2","30.33M","4.75%"
"08/05/2020","13,436.1","12,822.9","13,575.5","12,767.1","45.48M","4.78%"
"12/03/2018","12,247.4","11,965.9","12,317.8","11,965.9","10.32M","4.82%"
"07/31/2019","10,317.0","9,790.9","10,317.0","9,745.1","13.77M","4.88%"
"03/15/2023","21,300.0","20,800.0","21,300.0","20,600.0","26.78M","4.93%"
"11/23/2020","20,906.9","19,903.3","21,102.0","19,791.8","41.56M","5.04%"
"06/27/2022","22,900.0","22,000.0","22,900.0","21,350.0","20.74M","5.05%"
"05/17/2022","28,910.7","27,397.0","28,910.7","27,245.7","30.44M","5.23%"
"06/04/2018","15,083.0","14,555.1","15,083.0","14,404.3","21.64M","5.26%"
"06/01/2021","42,003.7","41,322.6","42,609.2","40,868.5","43.44M","5.31%"
"07/28/2020","12,513.1","12,124.2","12,581.8","11,987.0","29.74M","5.39%"
"12/16/2022","20,400.0","19,200.0","20,450.0","18,950.0","55.38M","5.43%"
"08/08/2019","10,660.2","10,134.0","10,660.2","10,134.0","23.43M","5.43%"
"06/16/2022","23,461.5","22,818.2","23,726.4","22,629.0","43.40M","5.44%"
"07/13/2018","12,529.0","12,036.3","12,546.6","11,983.5","12.95M","5.48%"
"08/03/2020","12,767.1","12,098.1","12,822.9","12,098.1","29.65M","5.53%"
"02/08/2023","20,850.0","19,750.0","21,100.0","19,750.0","33.81M","5.57%"
"02/02/2021","22,579.4","21,464.4","22,579.4","21,325.0","50.09M","5.61%"
"11/30/2022","18,400.0","17,550.0","18,400.0","17,200.0","57.72M","5.75%"
"04/14/2021","29,548.4","27,931.6","29,715.6","27,820.1","50.46M","5.79%"
"02/08/2022","34,473.3","32,543.4","34,473.3","32,543.4","34.49M","5.81%"
"04/19/2021","32,224.4","30,774.9","32,224.4","30,496.1","61.09M","5.86%"
"02/11/2019","10,171.0","9,766.3","10,171.0","9,713.5","7.77M","5.86%"
"11/18/2022","15,100.0","14,600.0","15,200.0","14,250.0","99.66M","5.96%"
"01/21/2021","24,642.2","23,889.6","24,642.2","23,304.2","36.56M","6.00%"
"08/01/2022","22,800.0","21,700.0","22,850.0","21,600.0","38.14M","6.05%"
"05/31/2018","14,102.6","13,298.2","14,102.6","13,273.1","35.39M","6.25%"
"01/25/2022","32,732.6","30,651.4","32,770.5","30,424.3","23.25M","6.27%"
"05/07/2020","10,797.4","10,202.7","10,797.4","10,202.7","31.03M","6.31%"
"11/29/2022","17,400.0","16,600.0","17,450.0","16,350.0","64.31M","6.42%"
"05/31/2021","39,884.6","39,884.6","39,884.6","39,203.5","78.40M","6.62%"
"11/25/2022","15,300.0","14,600.0","15,300.0","14,350.0","26.53M","6.62%"
"12/27/2022","18,250.0","17,100.0","18,250.0","17,100.0","23.66M","6.73%"
"11/17/2022","14,250.0","13,900.0","14,250.0","13,800.0","21.51M","6.74%"
"07/20/2021","35,797.8","34,057.1","35,797.8","33,640.8","53.26M","6.77%"
"05/29/2018","13,072.0","12,242.4","13,097.1","12,242.4","19.10M","6.78%"
"04/06/2020","8,624.2","8,304.0","8,624.2","8,189.6","21.50M","6.80%"
"11/16/2022","13,350.0","12,300.0","13,350.0","11,800.0","34.90M","6.80%"
"05/18/2020","11,483.7","11,186.3","11,483.7","10,980.4","28.41M","6.81%"
"03/03/2022","37,916.9","36,024.8","37,916.9","35,797.8","99.11M","6.82%"
"10/12/2022","18,700.0","17,800.0","18,700.0","17,500.0","29.00M","6.86%"
"11/28/2022","16,350.0","15,600.0","16,350.0","15,600.0","58.84M","6.86%"
"12/02/2022","19,450.0","18,000.0","19,450.0","17,800.0","45.68M","6.87%"
"01/17/2023","21,650.0","20,450.0","21,650.0","20,450.0","41.58M","6.91%"
"01/03/2023","19,250.0","18,300.0","19,250.0","18,200.0","27.99M","6.94%"
